split,account_id,industry,region,employee_band,estimated_revenue_band,process_maturity_band,contact_id,role_function,seniority,buyer_role,lead_id,lead_created_at,lead_source,first_touch_channel,touch_count,inbound_touch_count,outbound_touch_count,session_count,pricing_page_views,demo_page_views,total_session_duration_seconds,touches_week_1,touches_last_7_days,days_since_first_touch,activity_count,days_since_last_touch,opportunity_created,has_open_opportunity,opportunity_estimated_acv,expected_acv,total_touches_all,converted_within_90_days
train,acct_001021,manufacturing,UK,200-499,$10M-$50M,medium,cnt_002033,ap_manager,c_suite,champion,lead_002967,2024-01-04,sdr_outbound,sdr_outbound,7.0,0.0,7.0,1.0,0.0,0.0,238.0,3.0,0.0,28.935082408311178,3.0,11.397945997197825,True,False,,54227.51332981172,7.0,False
train,acct_000525,logistics,US,500-999,$10M-$50M,low,cnt_002167,ap_manager,director,champion,lead_003255,2024-01-21,inbound_marketing,inbound_marketing,14.0,14.0,0.0,3.0,3.0,1.0,1246.0,8.0,1.0,30.08864237849595,6.0,3.611394042711926,True,False,,52773.18150537968,14.0,True
train,acct_000243,manufacturing,US,1000-1999,$10M-$50M,low,cnt_002650,ap_manager,director,champion,lead_002753,2024-01-05,sdr_outbound,sdr_outbound,7.0,0.0,7.0,2.0,0.0,0.0,505.0,1.0,2.0,24.758277512450086,5.0,0.006137609092891294,True,False,,54533.69027996861,7.0,True
train,acct_001395,manufacturing,US,2000+,$50M-$200M,high,cnt_004093,ap_manager,director,champion,lead_002390,2024-01-28,partner_referral,partner_referral,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,27.92398760086615,5.0,19.54574213386378,True,False,,90979.12117695661,3.0,False
train,acct_000309,manufacturing,UK,2000+,$10M-$50M,medium,cnt_004171,ap_manager,vp,champion,lead_003663,2024-01-20,sdr_outbound,sdr_outbound,6.0,0.0,6.0,1.0,1.0,0.0,413.0,1.0,1.0,28.34977604803662,6.0,1.7561801149620513,True,False,,56852.85583972504,12.0,False
train,acct_000458,manufacturing,UK,200-499,$10M-$50M,medium,cnt_003163,ap_manager,vp,champion,lead_001738,2024-01-24,inbound_marketing,inbound_marketing,9.0,9.0,0.0,2.0,2.0,2.0,684.0,2.0,0.0,26.840080809479566,4.0,-28.098911126213736,True,False,,56632.955317925,11.0,True
train,acct_000473,healthcare_non_clinical,UK,2000+,$50M-$200M,high,cnt_001858,vp_finance,manager,economic_buyer,lead_001845,2024-01-18,sdr_outbound,sdr_outbound,15.0,0.0,15.0,1.0,2.0,0.0,584.0,5.0,2.0,30.20983641760959,7.0,-0.16644145981118474,True,False,,85969.01371103917,15.0,False
train,acct_000915,healthcare_non_clinical,UK,1000-1999,$50M-$200M,low,cnt_003621,it_director,manager,technical_evaluator,lead_000227,2024-01-19,inbound_marketing,inbound_marketing,7.0,7.0,0.0,3.0,2.0,0.0,1020.0,4.0,0.0,29.28868059886403,5.0,13.332027494956616,True,False,,81924.88621260239,7.0,True
train,acct_001286,professional_services,UK,1000-1999,$1M-$10M,medium,cnt_004106,it_director,individual_contributor,technical_evaluator,lead_001773,2024-01-28,inbound_marketing,inbound_marketing,7.0,7.0,0.0,3.0,0.0,0.0,1152.0,3.0,1.0,26.720156734457554,4.0,3.459087120831726,False,False,,27104.406004046316,7.0,False
train,acct_000743,logistics,US,500-999,$10M-$50M,medium,cnt_000694,it_director,manager,technical_evaluator,lead_002705,2024-01-02,partner_referral,partner_referral,4.0,0.0,4.0,2.0,2.0,2.0,608.0,1.0,0.0,30.010783130480295,5.0,9.8476505982927,True,False,,53681.29132402684,10.0,True
train,acct_000683,professional_services,US,500-999,$10M-$50M,high,cnt_003722,it_director,director,technical_evaluator,lead_004022,2024-01-03,inbound_marketing,inbound_marketing,6.0,6.0,0.0,1.0,0.0,0.0,176.0,2.0,0.0,29.151523623814715,5.0,6.495329893531052,True,False,,45641.43368620321,9.0,True
train,acct_001245,logistics,UK,1000-1999,$10M-$50M,medium,cnt_002580,procurement_manager,manager,end_user,lead_004398,2024-01-28,inbound_marketing,inbound_marketing,7.0,7.0,0.0,1.0,2.0,0.0,587.0,3.0,1.0,29.872621340358773,4.0,,True,False,,54849.092656637375,7.0,True
train,acct_000246,healthcare_non_clinical,UK,500-999,$50M-$200M,high,cnt_003871,ap_manager,manager,champion,lead_004224,2024-01-01,sdr_outbound,sdr_outbound,6.0,0.0,6.0,1.0,0.0,0.0,278.0,2.0,1.0,22.586597617372718,2.0,2.5153094778370946,True,True,51699.036940013284,45994.85967444847,13.0,False
train,acct_000047,manufacturing,UK,500-999,$10M-$50M,high,cnt_001400,procurement_manager,director,end_user,lead_003601,2024-01-07,inbound_marketing,inbound_marketing,2.0,,0.0,1.0,0.0,0.0,325.0,0.0,0.0,9.28336551712984,3.0,8.01350726866518,True,False,,54537.05076157338,2.0,True
train,acct_000794,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001642,vp_finance,manager,economic_buyer,lead_000831,2024-01-03,sdr_outbound,sdr_outbound,5.0,0.0,5.0,1.0,0.0,0.0,237.0,1.0,1.0,22.977492980039752,5.0,6.479554005543845,True,False,,51998.008043748494,12.0,True
train,acct_000255,manufacturing,US,2000+,$50M-$200M,medium,cnt_000299,ap_manager,individual_contributor,champion,lead_001919,2024-01-08,partner_referral,partner_referral,7.0,0.0,7.0,4.0,0.0,0.0,1393.0,2.0,0.0,30.2227027724448,3.0,15.793178982437057,True,False,,88034.35952094158,7.0,False
train,acct_001192,manufacturing,US,1000-1999,$10M-$50M,high,cnt_003238,it_director,manager,technical_evaluator,lead_000966,2024-01-29,sdr_outbound,sdr_outbound,8.0,0.0,8.0,1.0,0.0,0.0,414.0,3.0,1.0,28.582299692957093,5.0,4.180155836225409,True,False,,57044.55051632609,12.0,True
train,acct_001008,professional_services,US,200-499,$200M+,low,cnt_003118,vp_finance,vp,economic_buyer,lead_001807,2024-01-23,sdr_outbound,sdr_outbound,11.0,0.0,11.0,3.0,4.0,0.0,893.0,3.0,1.0,29.388738549556805,5.0,4.1600891926053,True,False,,140761.9295588812,14.0,True
train,acct_001118,professional_services,UK,1000-1999,$200M+,low,cnt_001514,procurement_manager,director,end_user,lead_000221,2024-01-26,partner_referral,partner_referral,6.0,0.0,6.0,1.0,0.0,0.0,121.0,3.0,3.0,30.06879868341051,5.0,0.48862754456775326,True,False,,138825.58563679626,12.0,True
train,acct_000005,manufacturing,US,200-499,$1M-$10M,low,cnt_001252,procurement_manager,individual_contributor,end_user,lead_000139,2024-01-25,inbound_marketing,inbound_marketing,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,28.758590784076272,3.0,1.1635820004864068,True,True,18630.005258379664,22512.425764634037,7.0,False
train,acct_000853,manufacturing,UK,200-499,$10M-$50M,high,cnt_004178,it_director,manager,technical_evaluator,lead_000425,2024-01-16,sdr_outbound,sdr_outbound,12.0,0.0,12.0,3.0,3.0,0.0,1112.0,5.0,2.0,27.403457019796566,6.0,1.5892773340851691,True,False,,54755.136060711084,17.0,True
train,acct_000794,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001642,vp_finance,manager,economic_buyer,lead_003017,2024-01-02,partner_referral,partner_referral,9.0,0.0,9.0,3.0,2.0,2.0,1013.0,2.0,2.0,29.437090296021314,3.0,4.134153768673908,True,True,34152.70946642909,30281.452527048976,13.0,False
train,acct_001007,manufacturing,US,1000-1999,$1M-$10M,low,cnt_000761,vp_finance,manager,economic_buyer,lead_002299,2024-01-29,sdr_outbound,sdr_outbound,8.0,0.0,8.0,2.0,4.0,0.0,789.0,3.0,1.0,29.91805599110048,5.0,1.2520382022191776,True,False,,26299.684032591398,12.0,True
train,acct_001206,manufacturing,US,500-999,$1M-$10M,low,cnt_004200,procurement_manager,manager,end_user,lead_000858,2024-01-21,inbound_marketing,inbound_marketing,8.0,8.0,0.0,1.0,0.0,2.0,275.0,5.0,,29.98283205950875,9.0,12.451921167502103,True,False,,26948.359646326724,11.0,False
train,acct_000422,healthcare_non_clinical,US,500-999,$50M-$200M,low,cnt_001051,vp_finance,vp,economic_buyer,lead_002275,2024-01-25,sdr_outbound,sdr_outbound,3.0,0.0,3.0,1.0,2.0,1.0,443.0,1.0,,29.11158421221229,7.0,11.917249171897682,True,True,48463.073838808516,39768.39574012319,4.0,False
train,acct_000593,manufacturing,UK,1000-1999,$10M-$50M,high,cnt_003102,procurement_manager,vp,end_user,lead_003685,2024-01-21,sdr_outbound,sdr_outbound,10.0,0.0,10.0,3.0,0.0,0.0,1165.0,4.0,3.0,29.77134614683308,4.0,0.8280849859663744,True,True,105806.57530818415,104385.30551389391,13.0,False
train,acct_000240,healthcare_non_clinical,US,500-999,$1M-$10M,medium,cnt_001289,ap_manager,vp,champion,lead_003876,2024-01-29,partner_referral,partner_referral,14.0,0.0,14.0,5.0,3.0,2.0,2236.0,5.0,4.0,29.493891472452944,8.0,3.2139108744483726,True,False,,14805.831864396883,15.0,True
train,acct_000370,manufacturing,UK,200-499,$10M-$50M,high,cnt_000523,ap_manager,c_suite,champion,lead_004242,2024-01-08,inbound_marketing,inbound_marketing,4.0,4.0,0.0,1.0,0.0,0.0,186.0,,2.0,23.312471702522725,11.0,0.7485601531583057,True,False,,59047.23017651068,5.0,True
train,acct_000462,logistics,UK,1000-1999,$1M-$10M,high,cnt_001245,ap_manager,director,champion,lead_003353,2024-01-23,sdr_outbound,sdr_outbound,7.0,0.0,7.0,3.0,4.0,0.0,1006.0,2.0,1.0,24.670319809876,11.0,0.9691331316855897,True,False,,23863.90830878183,12.0,True
train,acct_000686,professional_services,US,500-999,$10M-$50M,low,cnt_001726,it_director,manager,technical_evaluator,lead_003585,2024-01-04,inbound_marketing,inbound_marketing,7.0,7.0,0.0,,3.0,0.0,1243.0,1.0,3.0,23.11657301677365,3.0,-0.42756012612728117,True,False,,50105.79647533283,9.0,True
train,acct_000713,professional_services,US,500-999,$1M-$10M,medium,cnt_000608,it_director,individual_contributor,technical_evaluator,lead_003154,2024-01-11,sdr_outbound,sdr_outbound,10.0,0.0,10.0,3.0,3.0,0.0,1375.0,2.0,0.0,26.45051413154016,4.0,6.986315662114895,True,False,,24475.65036359062,10.0,False
train,acct_001469,professional_services,UK,200-499,$10M-$50M,low,cnt_002330,vp_finance,manager,economic_buyer,lead_004389,2024-01-24,sdr_outbound,sdr_outbound,8.0,0.0,8.0,4.0,3.0,1.0,1165.0,1.0,0.0,26.550864564566826,1.0,9.982535958456738,True,False,,55936.782134223366,8.0,False
train,acct_000825,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001301,it_director,director,technical_evaluator,lead_004494,2024-01-20,partner_referral,partner_referral,1.0,0.0,1.0,1.0,0.0,0.0,134.0,1.0,0.0,28.87632619456888,0.0,29.560211298006994,True,False,,56132.067606476725,,False
train,acct_000653,manufacturing,US,200-499,$10M-$50M,low,cnt_003600,ap_manager,individual_contributor,champion,lead_000814,2024-01-01,sdr_outbound,sdr_outbound,7.0,0.0,7.0,2.0,0.0,0.0,517.0,2.0,1.0,23.580970025883005,,6.434453581895967,True,True,46193.49749089706,57711.506726400636,11.0,False
train,acct_001124,manufacturing,US,1000-1999,$200M+,high,cnt_000063,ap_manager,manager,champion,lead_004241,2024-01-27,inbound_marketing,inbound_marketing,7.0,7.0,0.0,3.0,1.0,1.0,1102.0,2.0,0.0,28.67616487677488,6.0,12.649470645158075,True,False,,144849.40465367137,9.0,False
train,acct_000398,healthcare_non_clinical,US,500-999,$10M-$50M,low,cnt_002428,procurement_manager,director,end_user,lead_000465,2024-01-29,inbound_marketing,inbound_marketing,6.0,6.0,0.0,1.0,2.0,0.0,312.0,1.0,1.0,25.226457609899164,4.0,4.744939292452752,True,False,,60526.615839152844,8.0,True
train,acct_001256,professional_services,US,1000-1999,$50M-$200M,medium,cnt_002705,ap_manager,vp,champion,lead_000869,2024-01-12,inbound_marketing,inbound_marketing,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,28.995428743806748,5.0,23.804581147377476,True,True,92892.7819834514,94544.66901503809,10.0,False
train,acct_000421,manufacturing,US,500-999,$1M-$10M,medium,cnt_000973,it_director,director,technical_evaluator,lead_002383,2024-01-26,inbound_marketing,inbound_marketing,7.0,7.0,0.0,4.0,2.0,,1468.0,1.0,2.0,29.088704679235196,,0.47647801605287365,True,False,,23875.29302591448,8.0,False
train,acct_000210,professional_services,US,500-999,$50M-$200M,low,cnt_003895,it_director,manager,technical_evaluator,lead_004072,2024-01-01,inbound_marketing,inbound_marketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,,86904.45819571943,0.0,False
train,acct_001317,logistics,US,500-999,$10M-$50M,high,cnt_000333,procurement_manager,individual_contributor,end_user,lead_000143,2024-01-25,sdr_outbound,sdr_outbound,9.0,0.0,9.0,3.0,1.0,0.0,956.0,4.0,2.0,29.45069628186719,6.0,0.040575565852735355,True,False,,61215.66950377429,11.0,True
train,acct_000465,healthcare_non_clinical,US,200-499,$1M-$10M,medium,cnt_001793,ap_manager,vp,champion,lead_002337,2024-01-19,sdr_outbound,sdr_outbound,6.0,0.0,6.0,1.0,0.0,0.0,421.0,0.0,3.0,22.017377639500886,4.0,0.08752112702751762,True,False,,23318.195817732343,11.0,False
train,acct_000558,healthcare_non_clinical,UK,500-999,$50M-$200M,low,cnt_002361,procurement_manager,manager,end_user,lead_001533,2024-01-08,partner_referral,partner_referral,5.0,0.0,5.0,1.0,1.0,0.0,245.0,,1.0,23.062061780913204,4.0,4.453698966349601,True,False,,85698.26042084114,11.0,False
train,acct_000690,logistics,US,200-499,$1M-$10M,low,cnt_002769,ap_manager,manager,champion,lead_002756,2024-01-12,inbound_marketing,inbound_marketing,7.0,7.0,0.0,2.0,1.0,1.0,627.0,2.0,3.0,30.447807096508622,8.0,5.353816387716431,True,True,15662.512470223082,13539.187150010075,12.0,False
train,acct_000713,professional_services,US,500-999,$1M-$10M,medium,cnt_002414,vp_finance,manager,economic_buyer,lead_001978,2024-01-17,inbound_marketing,inbound_marketing,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.587578986707033,5.0,2.1296118722431845,True,False,,29532.03422892816,11.0,False
train,acct_000215,manufacturing,UK,500-999,$1M-$10M,high,cnt_001129,ap_manager,individual_contributor,champion,lead_001396,2024-01-02,inbound_marketing,inbound_marketing,9.0,9.0,0.0,4.0,1.0,0.0,1521.0,4.0,1.0,26.725121921969574,6.0,4.578159398042736,True,True,22735.492724824286,26134.489465624632,17.0,False
train,acct_000168,healthcare_non_clinical,US,1000-1999,$10M-$50M,medium,cnt_001441,ap_manager,manager,champion,lead_002718,2024-01-29,inbound_marketing,inbound_marketing,9.0,9.0,0.0,3.0,1.0,0.0,588.0,5.0,0.0,30.57758251225671,8.0,9.90138599738433,True,True,90521.69578991637,84830.76367954978,11.0,False
train,acct_000437,professional_services,US,1000-1999,$200M+,medium,cnt_002189,it_director,director,technical_evaluator,lead_000640,2024-01-18,inbound_marketing,inbound_marketing,13.0,13.0,0.0,4.0,3.0,2.0,1517.0,5.0,2.0,29.36378881215553,7.0,4.367042283943734,True,True,102509.6785419345,100448.40299756435,15.0,False
train,acct_000788,manufacturing,UK,500-999,$50M-$200M,medium,cnt_000900,ap_manager,manager,champion,lead_002543,2024-01-10,inbound_marketing,inbound_marketing,,11.0,0.0,5.0,4.0,2.0,927.0,2.0,2.0,27.803001050814625,8.0,1.335505235948767,True,True,84134.58454339369,77371.34913606984,13.0,False
train,acct_000927,manufacturing,US,200-499,$50M-$200M,medium,cnt_001349,ap_manager,manager,champion,lead_003664,2024-01-09,sdr_outbound,sdr_outbound,9.0,0.0,9.0,3.0,2.0,1.0,848.0,3.0,1.0,29.818158862278587,5.0,2.278552903903111,True,True,39679.88086847302,33516.696484277185,18.0,False
train,acct_001193,manufacturing,UK,500-999,$10M-$50M,medium,cnt_001758,ap_manager,individual_contributor,champion,lead_002241,2024-01-21,inbound_marketing,inbound_marketing,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.746595966751165,6.0,1.5764746692958151,True,True,40970.46146482006,47401.620628058445,6.0,False
train,acct_000903,healthcare_non_clinical,US,500-999,$50M-$200M,high,cnt_001924,vp_finance,manager,economic_buyer,lead_000022,2024-01-21,sdr_outbound,sdr_outbound,8.0,0.0,8.0,4.0,3.0,0.0,1422.0,4.0,1.0,27.540765788848418,6.0,1.9797741983927375,True,False,,82362.34628882252,11.0,True
train,acct_001078,professional_services,US,500-999,$10M-$50M,medium,cnt_002511,ap_manager,director,champion,lead_000700,2024-01-30,inbound_marketing,inbound_marketing,7.0,7.0,0.0,1.0,2.0,1.0,334.0,4.0,2.0,29.88491497155462,2.0,0.4287668268166433,True,True,46318.30857783319,37614.28968150635,13.0,False
train,acct_000332,healthcare_non_clinical,UK,200-499,$200M+,high,cnt_001574,procurement_manager,manager,end_user,lead_002598,2024-01-11,sdr_outbound,sdr_outbound,7.0,0.0,7.0,1.0,0.0,0.0,487.0,3.0,1.0,27.86320228882829,4.0,0.39808454796981346,True,False,,136093.12409609035,8.0,False
train,acct_000069,manufacturing,UK,500-999,$50M-$200M,low,cnt_003809,it_director,individual_contributor,technical_evaluator,lead_001715,2024-01-28,inbound_marketing,inbound_marketing,8.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,28.92358699961406,7.0,-28.098911126213736,True,False,,83977.39094051963,10.0,True
train,acct_000590,professional_services,US,500-999,$50M-$200M,high,cnt_001274,ap_manager,manager,champion,lead_003500,2024-01-26,sdr_outbound,sdr_outbound,7.0,0.0,7.0,3.0,3.0,2.0,659.0,2.0,1.0,28.35355160791783,4.0,2.9763876186484093,True,True,42195.44758510373,50829.966927862115,11.0,False
train,acct_000749,manufacturing,UK,200-499,$1M-$10M,high,cnt_001840,it_director,individual_contributor,technical_evaluator,lead_004298,2024-01-08,inbound_marketing,inbound_marketing,8.0,8.0,0.0,3.0,1.0,2.0,867.0,3.0,1.0,27.7451441104059,3.0,,True,False,,25914.809184409958,9.0,True
train,acct_000519,healthcare_non_clinical,US,500-999,$1M-$10M,medium,cnt_000601,procurement_manager,individual_contributor,end_user,lead_002671,2024-01-17,partner_referral,partner_referral,8.0,0.0,8.0,3.0,0.0,0.0,,3.0,1.0,27.93431666148882,4.0,1.7351127959757564,True,False,,13732.981959527902,13.0,True
train,acct_001028,logistics,UK,500-999,$10M-$50M,medium,cnt_000612,ap_manager,director,champion,lead_004455,2024-01-07,sdr_outbound,sdr_outbound,11.0,0.0,11.0,3.0,2.0,0.0,1035.0,5.0,1.0,29.39889948609134,7.0,3.68677888576944,True,False,,51779.489836347304,13.0,True
train,acct_000909,professional_services,UK,2000+,$1M-$10M,low,cnt_003362,it_director,vp,technical_evaluator,lead_001427,2024-01-25,sdr_outbound,sdr_outbound,3.0,0.0,3.0,1.0,0.0,0.0,503.0,1.0,0.0,24.875416047018042,0.0,21.134749061111275,False,False,,20402.80191131156,3.0,False
train,acct_000628,logistics,UK,200-499,$1M-$10M,high,cnt_002873,vp_finance,individual_contributor,economic_buyer,lead_003556,2024-01-26,partner_referral,partner_referral,7.0,0.0,7.0,2.0,0.0,0.0,484.0,3.0,0.0,43.31221173419937,3.0,14.435320218210284,True,False,,24439.736026876402,10.0,True
train,acct_000195,healthcare_non_clinical,US,200-499,$10M-$50M,medium,cnt_002097,it_director,director,technical_evaluator,lead_002734,2024-01-16,partner_referral,partner_referral,8.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,2.0,29.89369847302473,3.0,1.1289105670706425,True,False,,58109.861111730745,10.0,False
train,acct_000343,logistics,UK,200-499,$10M-$50M,medium,cnt_002345,procurement_manager,director,end_user,lead_003165,2024-01-12,partner_referral,partner_referral,6.0,0.0,6.0,3.0,3.0,1.0,937.0,3.0,1.0,23.957985806874213,8.0,1.5602430384721644,True,False,,55878.08206988658,11.0,True
train,acct_000354,manufacturing,US,200-499,$1M-$10M,medium,cnt_000162,it_director,director,technical_evaluator,lead_003753,2024-01-05,partner_referral,partner_referral,8.0,0.0,8.0,2.0,0.0,0.0,863.0,3.0,1.0,29.820828259459248,4.0,-0.175280784782735,False,False,,24105.22275466473,14.0,False
train,acct_001140,professional_services,US,200-499,$10M-$50M,medium,cnt_001031,procurement_manager,manager,end_user,lead_000060,2024-01-20,inbound_marketing,inbound_marketing,5.0,5.0,0.0,1.0,0.0,0.0,405.0,1.0,0.0,24.123282447203703,2.0,7.711622315915039,True,True,32770.96120430598,26978.365120852966,6.0,False
train,acct_001456,logistics,UK,500-999,$10M-$50M,high,cnt_000164,ap_manager,manager,champion,lead_001165,2024-01-07,inbound_marketing,inbound_marketing,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,False,False,,54479.35127716797,0.0,False
train,acct_000788,manufacturing,UK,500-999,$50M-$200M,medium,cnt_001401,procurement_manager,individual_contributor,end_user,lead_002058,2024-01-22,sdr_outbound,sdr_outbound,6.0,0.0,6.0,2.0,2.0,0.0,767.0,4.0,2.0,28.6776537145795,2.0,2.1718491647693994,True,False,,83366.92172968977,6.0,False
train,acct_000249,professional_services,US,500-999,$10M-$50M,medium,cnt_000300,vp_finance,director,economic_buyer,lead_000927,2024-01-18,inbound_marketing,inbound_marketing,10.0,10.0,0.0,1.0,0.0,0.0,167.0,3.0,1.0,43.31221173419937,7.0,1.6869692472924043,True,False,,54449.54129351233,14.0,True
