split,account_id,industry,region,employee_band,estimated_revenue_band,process_maturity_band,contact_id,role_function,seniority,buyer_role,lead_id,lead_created_at,lead_source,first_touch_channel,touch_count,inbound_touch_count,outbound_touch_count,session_count,pricing_page_views,demo_page_views,total_session_duration_seconds,touches_week_1,touches_last_7_days,days_since_first_touch,activity_count,days_since_last_touch,opportunity_created,has_open_opportunity,opportunity_estimated_acv,expected_acv,total_touches_all,converted_within_90_days
train,acct_000243,manufacturing,US,1000-1999,$10M-$50M,low,cnt_002650,ap_manager,director,champion,lead_002753,2024-01-05,sdr_outbound,sdr_outbound,7.0,0.0,7.0,1.0,0.0,0.0,416.0,0.0,2.0,21.296439352429555,2.0,-1.0424210857390932,True,False,,53589.75425505677,9.0,False
train,acct_001395,manufacturing,US,2000+,$50M-$200M,high,cnt_004093,ap_manager,director,champion,lead_002390,2024-01-28,partner_referral,partner_referral,11.0,0.0,11.0,2.0,0.0,1.0,1024.0,7.0,2.0,25.868144176399312,6.0,-1.3905785377735032,True,False,,103082.46715881325,11.0,False
train,acct_000309,manufacturing,UK,2000+,$10M-$50M,medium,cnt_004171,ap_manager,vp,champion,lead_003663,2024-01-20,sdr_outbound,sdr_outbound,9.0,0.0,9.0,3.0,2.0,2.0,534.0,2.0,3.0,29.018062760132985,4.0,0.25361622881726575,True,False,,60603.53334215197,14.0,True
train,acct_000458,manufacturing,UK,200-499,$10M-$50M,medium,cnt_003163,ap_manager,vp,champion,lead_001738,2024-01-24,inbound_marketing,inbound_marketing,14.0,14.0,0.0,1.0,0.0,2.0,432.0,,1.0,25.534537103345567,7.0,-29.726967175278087,True,False,,59938.49514573945,19.0,True
train,acct_000473,healthcare_non_clinical,UK,2000+,$50M-$200M,high,cnt_001858,vp_finance,manager,economic_buyer,lead_001845,2024-01-18,sdr_outbound,sdr_outbound,8.0,0.0,8.0,0.0,,0.0,0.0,2.0,1.0,30.61075263354131,5.0,1.4292782128813584,True,True,178642.8090790119,174812.55753307618,8.0,False
train,acct_000915,healthcare_non_clinical,UK,1000-1999,$50M-$200M,low,cnt_003621,it_director,manager,technical_evaluator,lead_000227,2024-01-19,inbound_marketing,inbound_marketing,3.0,3.0,0.0,1.0,0.0,0.0,253.0,,1.0,29.84023754321104,4.0,,True,True,68590.94160360613,-125614.81227541665,13.0,False
train,acct_001286,professional_services,UK,1000-1999,$1M-$10M,medium,cnt_004106,it_director,individual_contributor,technical_evaluator,lead_001773,2024-01-28,inbound_marketing,inbound_marketing,4.0,4.0,0.0,2.0,0.0,0.0,754.0,2.0,,26.185484515243473,1.0,2.3441523050013346,True,True,92191.21968737575,96804.2885519082,,False
train,acct_000743,logistics,US,500-999,$10M-$50M,medium,cnt_000694,it_director,manager,technical_evaluator,lead_002705,2024-01-02,partner_referral,partner_referral,8.0,0.0,8.0,,0.0,0.0,140.0,3.0,1.0,30.031385521224983,4.0,5.533626549918072,True,True,44269.189944731756,26130.871039304773,13.0,False
train,acct_000683,professional_services,US,500-999,$10M-$50M,high,cnt_003722,it_director,director,technical_evaluator,lead_004022,2024-01-03,inbound_marketing,inbound_marketing,5.0,5.0,0.0,1.0,0.0,2.0,430.0,0.0,1.0,,5.0,3.455099028486301,True,False,,26697.183747504732,5.0,True
train,acct_001245,logistics,UK,1000-1999,$10M-$50M,medium,cnt_002580,procurement_manager,manager,end_user,lead_004398,2024-01-28,inbound_marketing,inbound_marketing,9.0,9.0,0.0,3.0,0.0,,1223.0,4.0,1.0,29.629249999980527,5.0,,True,True,97430.66160424062,108940.61569206942,16.0,False
train,acct_000246,healthcare_non_clinical,UK,500-999,$50M-$200M,high,cnt_003871,ap_manager,manager,champion,lead_004224,2024-01-01,sdr_outbound,sdr_outbound,6.0,0.0,6.0,5.0,1.0,0.0,1651.0,2.0,2.0,26.7967455946011,7.0,4.577470317215486,True,True,49070.40940447201,32083.455689908973,12.0,False
train,acct_000047,manufacturing,UK,500-999,$10M-$50M,high,cnt_001400,procurement_manager,director,end_user,lead_003601,2024-01-07,inbound_marketing,inbound_marketing,9.0,,0.0,2.0,2.0,3.0,857.0,2.0,1.0,,4.0,,True,False,,53599.91725333991,,True
train,acct_000794,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001642,vp_finance,manager,economic_buyer,lead_000831,2024-01-03,sdr_outbound,sdr_outbound,7.0,0.0,7.0,1.0,1.0,1.0,250.0,2.0,1.0,27.934490772047663,7.0,,True,False,,45921.170628027015,9.0,False
train,acct_000255,manufacturing,US,2000+,$50M-$200M,medium,cnt_000299,ap_manager,individual_contributor,champion,lead_001919,2024-01-08,partner_referral,partner_referral,9.0,0.0,9.0,5.0,0.0,0.0,1396.0,5.0,1.0,30.6482016149393,0.0,4.366877516883197,False,False,,94176.71757463636,12.0,False
train,acct_001192,manufacturing,US,1000-1999,$10M-$50M,high,cnt_003238,it_director,manager,technical_evaluator,lead_000966,2024-01-29,sdr_outbound,sdr_outbound,12.0,0.0,12.0,1.0,0.0,,206.0,,0.0,27.784235999338712,5.0,7.551494774191905,True,False,,61183.26949259442,,False
train,acct_001008,professional_services,US,200-499,$200M+,low,cnt_003118,vp_finance,vp,economic_buyer,lead_001807,2024-01-23,sdr_outbound,sdr_outbound,5.0,0.0,5.0,1.0,0.0,0.0,403.0,2.0,,28.220854392705764,8.0,2.49006657223116,False,False,,142304.27947821113,10.0,False
train,acct_001118,professional_services,UK,1000-1999,$200M+,low,cnt_001514,procurement_manager,director,end_user,lead_000221,2024-01-26,partner_referral,partner_referral,10.0,0.0,10.0,5.0,1.0,2.0,1149.0,2.0,3.0,30.20024635168582,3.0,-1.5654182664596432,True,True,,237256.23174387528,16.0,False
train,acct_000005,manufacturing,US,200-499,$1M-$10M,low,cnt_001252,procurement_manager,individual_contributor,end_user,lead_000139,2024-01-25,inbound_marketing,inbound_marketing,10.0,10.0,0.0,3.0,0.0,0.0,1069.0,6.0,1.0,28.297351164939922,,6.500758789225322,False,False,,46903.03928675303,14.0,False
train,acct_000853,manufacturing,UK,200-499,$10M-$50M,high,cnt_004178,it_director,manager,technical_evaluator,lead_000425,2024-01-16,sdr_outbound,sdr_outbound,9.0,0.0,,2.0,1.0,0.0,820.0,3.0,2.0,28.17430730169985,7.0,38.63672082418668,True,False,,54259.46572923895,9.0,True
train,acct_000794,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001642,vp_finance,manager,economic_buyer,lead_003017,2024-01-02,partner_referral,partner_referral,11.0,0.0,11.0,1.0,0.0,,232.0,6.0,2.0,30.27220075729203,4.0,2.4106728036789242,True,False,,38319.50413935626,15.0,True
train,acct_001007,manufacturing,US,1000-1999,$1M-$10M,low,cnt_000761,vp_finance,manager,economic_buyer,lead_002299,2024-01-29,sdr_outbound,sdr_outbound,14.0,0.0,14.0,2.0,0.0,0.0,617.0,4.0,1.0,29.76149269126664,3.0,-1.2896678309949086,True,True,101452.95685798654,,,False
train,acct_001206,manufacturing,US,500-999,$1M-$10M,low,cnt_004200,procurement_manager,manager,end_user,lead_000858,2024-01-21,inbound_marketing,inbound_marketing,15.0,15.0,0.0,2.0,0.0,1.0,,9.0,,29.95003076688518,3.0,5.383425413497447,True,True,43725.72987103358,49445.36248531639,17.0,False
train,acct_000422,healthcare_non_clinical,US,500-999,$50M-$200M,low,cnt_001051,vp_finance,vp,economic_buyer,lead_002275,2024-01-25,sdr_outbound,sdr_outbound,8.0,0.0,8.0,3.0,1.0,0.0,1099.0,5.0,,29.324778473854256,7.0,4.807891964712708,True,False,,-125614.81227541665,8.0,False
train,acct_000593,manufacturing,UK,1000-1999,$10M-$50M,high,cnt_003102,procurement_manager,vp,end_user,lead_003685,2024-01-21,sdr_outbound,sdr_outbound,12.0,0.0,12.0,2.0,1.0,0.0,,4.0,1.0,29.334477091336492,8.0,4.473732109760535,True,True,72883.18847122607,68442.59630655411,16.0,False
train,acct_000240,healthcare_non_clinical,US,500-999,$1M-$10M,medium,cnt_001289,ap_manager,vp,champion,lead_003876,2024-01-29,partner_referral,partner_referral,9.0,0.0,9.0,2.0,2.0,0.0,752.0,4.0,1.0,29.437527007563837,6.0,4.654826021031561,True,True,51727.26934783559,14716.099573514428,12.0,False
train,acct_000370,manufacturing,UK,200-499,$10M-$50M,high,cnt_000523,ap_manager,c_suite,champion,lead_004242,2024-01-08,inbound_marketing,inbound_marketing,6.0,,0.0,3.0,0.0,0.0,1053.0,,0.0,29.909484242044016,0.0,14.230289928640957,True,False,,67239.91027861439,13.0,False
train,acct_000462,logistics,UK,1000-1999,$1M-$10M,high,cnt_001245,ap_manager,director,champion,lead_003353,2024-01-23,sdr_outbound,sdr_outbound,10.0,,10.0,5.0,1.0,0.0,2231.0,,0.0,27.040428507890088,1.0,15.905510046592283,True,False,,21564.153813268298,10.0,False
train,acct_000686,professional_services,US,500-999,$10M-$50M,low,cnt_001726,it_director,manager,technical_evaluator,lead_003585,2024-01-04,inbound_marketing,inbound_marketing,,2.0,0.0,,0.0,,563.0,2.0,0.0,28.33929895394434,1.0,25.691148840068657,False,False,,40198.61499974008,2.0,False
train,acct_000713,professional_services,US,500-999,$1M-$10M,medium,cnt_000608,it_director,individual_contributor,technical_evaluator,lead_003154,2024-01-11,sdr_outbound,sdr_outbound,8.0,0.0,8.0,3.0,,0.0,1243.0,1.0,0.0,22.40065921312106,2.0,8.958109373584383,True,False,,23414.225970758067,12.0,True
train,acct_001469,professional_services,UK,200-499,$10M-$50M,low,cnt_002330,vp_finance,manager,economic_buyer,lead_004389,2024-01-24,sdr_outbound,sdr_outbound,8.0,0.0,8.0,2.0,0.0,0.0,841.0,,1.0,22.692740501708816,5.0,,True,False,,57833.08059424196,15.0,True
train,acct_000825,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001301,it_director,director,technical_evaluator,lead_004494,2024-01-20,partner_referral,partner_referral,3.0,0.0,3.0,2.0,3.0,1.0,400.0,0.0,1.0,17.64003339731206,7.0,2.7149241998885962,True,True,64320.82930730723,65644.67627446067,,False
train,acct_000653,manufacturing,US,200-499,$10M-$50M,low,cnt_003600,ap_manager,individual_contributor,champion,lead_000814,2024-01-01,sdr_outbound,sdr_outbound,5.0,0.0,5.0,1.0,0.0,0.0,306.0,2.0,0.0,28.69097898905605,,14.329953472863336,True,False,,83405.4611693822,5.0,False
train,acct_001124,manufacturing,US,1000-1999,$200M+,high,cnt_000063,ap_manager,manager,champion,lead_004241,2024-01-27,inbound_marketing,inbound_marketing,9.0,9.0,0.0,2.0,0.0,0.0,762.0,1.0,2.0,28.057441236387767,0.0,0.9269561761279406,False,False,,154665.9011909243,,False
train,acct_000398,healthcare_non_clinical,US,500-999,$10M-$50M,low,cnt_002428,procurement_manager,director,end_user,lead_000465,2024-01-29,inbound_marketing,inbound_marketing,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,28.659130494158152,1.0,-0.7807942848878837,False,False,,71713.96957064606,11.0,False
train,acct_001256,professional_services,US,1000-1999,$50M-$200M,medium,cnt_002705,ap_manager,vp,champion,lead_000869,2024-01-12,inbound_marketing,inbound_marketing,9.0,9.0,0.0,1.0,0.0,0.0,211.0,6.0,1.0,28.986694841675124,,1.4017819335863404,True,False,,79455.51505887318,9.0,False
train,acct_000421,manufacturing,US,500-999,$1M-$10M,medium,cnt_000973,it_director,director,technical_evaluator,lead_002383,2024-01-26,inbound_marketing,inbound_marketing,7.0,,0.0,1.0,0.0,,401.0,3.0,3.0,29.258185004621698,,-1.602610519706816,False,False,,21598.584253389996,11.0,False
train,acct_000210,professional_services,US,500-999,$50M-$200M,low,cnt_003895,it_director,manager,technical_evaluator,lead_004072,2024-01-01,inbound_marketing,inbound_marketing,,10.0,0.0,3.0,2.0,,1263.0,,1.0,28.404049917158407,4.0,6.730278728583736,True,False,,90759.59271609178,11.0,False
train,acct_001317,logistics,US,500-999,$10M-$50M,high,cnt_000333,procurement_manager,individual_contributor,end_user,lead_000143,2024-01-25,sdr_outbound,sdr_outbound,3.0,0.0,3.0,2.0,0.0,0.0,260.0,1.0,1.0,28.401189382255673,0.0,4.124210311453163,False,False,,73797.85278565713,5.0,False
train,acct_000465,healthcare_non_clinical,US,200-499,$1M-$10M,medium,cnt_001793,ap_manager,vp,champion,lead_002337,2024-01-19,sdr_outbound,sdr_outbound,6.0,0.0,6.0,1.0,0.0,0.0,418.0,1.0,2.0,28.0505795858069,2.0,3.2679205136972094,False,False,,19913.772778077564,10.0,False
train,acct_000558,healthcare_non_clinical,UK,500-999,$50M-$200M,low,cnt_002361,procurement_manager,manager,end_user,lead_001533,2024-01-08,partner_referral,partner_referral,4.0,,4.0,0.0,0.0,0.0,0.0,,0.0,26.18063783478007,4.0,14.388867628384856,True,False,,87111.72691679512,8.0,True
train,acct_000690,logistics,US,200-499,$1M-$10M,low,cnt_002769,ap_manager,manager,champion,lead_002756,2024-01-12,inbound_marketing,inbound_marketing,8.0,8.0,0.0,3.0,1.0,0.0,780.0,1.0,3.0,31.303393217568097,3.0,4.083106120441897,True,True,36504.75795833213,29950.672313947383,14.0,False
train,acct_000713,professional_services,US,500-999,$1M-$10M,medium,cnt_002414,vp_finance,manager,economic_buyer,lead_001978,2024-01-17,inbound_marketing,inbound_marketing,10.0,10.0,0.0,3.0,2.0,0.0,1137.0,2.0,,26.79960198107699,6.0,7.457978700328037,True,False,,38706.08784833556,14.0,False
train,acct_000215,manufacturing,UK,500-999,$1M-$10M,high,cnt_001129,ap_manager,individual_contributor,champion,lead_001396,2024-01-02,inbound_marketing,inbound_marketing,9.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.19993625523951,7.0,6.708657502328604,True,True,46819.2103406308,56553.04483743603,15.0,False
train,acct_000168,healthcare_non_clinical,US,1000-1999,$10M-$50M,medium,cnt_001441,ap_manager,manager,champion,lead_002718,2024-01-29,inbound_marketing,inbound_marketing,9.0,9.0,0.0,2.0,0.0,0.0,501.0,4.0,4.0,31.681119247396396,4.0,-0.3018781308680069,True,True,54699.18016371302,37444.56933889682,12.0,False
train,acct_000437,professional_services,US,1000-1999,$200M+,medium,cnt_002189,it_director,director,technical_evaluator,lead_000640,2024-01-18,inbound_marketing,inbound_marketing,12.0,12.0,0.0,5.0,1.0,0.0,1660.0,,1.0,28.14823535928162,8.0,2.1235933608565567,True,False,,143409.56924518826,13.0,False
train,acct_000788,manufacturing,UK,500-999,$50M-$200M,medium,cnt_000900,ap_manager,manager,champion,lead_002543,2024-01-10,inbound_marketing,inbound_marketing,,8.0,0.0,1.0,0.0,0.0,251.0,4.0,,27.426612270689386,1.0,23.088261440557172,False,False,,96254.35855001556,8.0,False
train,acct_000927,manufacturing,US,200-499,$50M-$200M,medium,cnt_001349,ap_manager,manager,champion,lead_003664,2024-01-09,sdr_outbound,sdr_outbound,9.0,0.0,9.0,3.0,,4.0,1267.0,2.0,2.0,29.470730795851974,6.0,0.8527088217466212,True,True,31415.693495150816,13100.082076502607,10.0,False
train,acct_001193,manufacturing,UK,500-999,$10M-$50M,medium,cnt_001758,ap_manager,individual_contributor,champion,lead_002241,2024-01-21,inbound_marketing,inbound_marketing,11.0,11.0,0.0,2.0,2.0,0.0,655.0,1.0,1.0,22.262438892067507,5.0,-1.2964998054740438,True,False,,63004.09109839517,11.0,True
train,acct_000903,healthcare_non_clinical,US,500-999,$50M-$200M,high,cnt_001924,vp_finance,manager,economic_buyer,lead_000022,2024-01-21,sdr_outbound,sdr_outbound,5.0,0.0,5.0,1.0,0.0,0.0,76.0,3.0,0.0,25.663346872443583,3.0,10.876874988506215,True,False,,77023.02726485874,6.0,True
train,acct_001078,professional_services,US,500-999,$10M-$50M,medium,cnt_002511,ap_manager,director,champion,lead_000700,2024-01-30,inbound_marketing,inbound_marketing,7.0,7.0,0.0,2.0,3.0,2.0,588.0,3.0,1.0,29.665032004430383,6.0,1.3125451236581922,True,True,67332.89272373701,41109.22148794096,10.0,False
train,acct_000332,healthcare_non_clinical,UK,200-499,$200M+,high,cnt_001574,procurement_manager,manager,end_user,lead_002598,2024-01-11,sdr_outbound,sdr_outbound,8.0,,8.0,2.0,3.0,2.0,496.0,2.0,0.0,27.601834784865652,7.0,13.218620237299508,True,True,19723.689633698752,19731.55871102381,12.0,False
train,acct_000069,manufacturing,UK,500-999,$50M-$200M,low,cnt_003809,it_director,individual_contributor,technical_evaluator,lead_001715,2024-01-28,inbound_marketing,inbound_marketing,5.0,5.0,0.0,3.0,0.0,0.0,1006.0,2.0,1.0,43.45972749277429,,,True,False,,81907.35574893121,7.0,False
train,acct_000590,professional_services,US,500-999,$50M-$200M,high,cnt_001274,ap_manager,manager,champion,lead_003500,2024-01-26,sdr_outbound,sdr_outbound,8.0,0.0,8.0,1.0,0.0,0.0,465.0,2.0,3.0,30.029051954319627,4.0,1.927717551679339,True,False,,106033.68661407735,10.0,False
train,acct_000749,manufacturing,UK,200-499,$1M-$10M,high,cnt_001840,it_director,individual_contributor,technical_evaluator,lead_004298,2024-01-08,inbound_marketing,inbound_marketing,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.258213099917146,,,True,False,,27766.62849674736,2.0,False
train,acct_000519,healthcare_non_clinical,US,500-999,$1M-$10M,medium,cnt_000601,procurement_manager,individual_contributor,end_user,lead_002671,2024-01-17,partner_referral,partner_referral,8.0,0.0,8.0,3.0,2.0,1.0,,,2.0,23.808821212101865,3.0,1.1891247498254962,True,False,,-9074.48647801025,12.0,True
train,acct_001028,logistics,UK,500-999,$10M-$50M,medium,cnt_000612,ap_manager,director,champion,lead_004455,2024-01-07,sdr_outbound,sdr_outbound,6.0,0.0,6.0,1.0,0.0,0.0,539.0,,0.0,28.25042894805898,6.0,7.979954926631016,True,True,46977.8917552996,37713.312921352146,10.0,False
train,acct_000909,professional_services,UK,2000+,$1M-$10M,low,cnt_003362,it_director,vp,technical_evaluator,lead_001427,2024-01-25,sdr_outbound,sdr_outbound,7.0,0.0,7.0,2.0,0.0,0.0,1121.0,0.0,1.0,21.63738430989474,8.0,0.412495118599179,True,True,114798.66393122703,106714.83915060235,9.0,False
train,acct_000628,logistics,UK,200-499,$1M-$10M,high,cnt_002873,vp_finance,individual_contributor,economic_buyer,lead_003556,2024-01-26,partner_referral,partner_referral,,0.0,5.0,1.0,,0.0,305.0,,0.0,43.45972749277429,,10.332606428262864,True,True,45533.65127550885,40710.61137758537,9.0,False
train,acct_000195,healthcare_non_clinical,US,200-499,$10M-$50M,medium,cnt_002097,it_director,director,technical_evaluator,lead_002734,2024-01-16,partner_referral,partner_referral,6.0,0.0,6.0,0.0,0.0,0.0,,5.0,0.0,29.690597379190862,3.0,16.394622264629955,True,False,,64405.05464884469,6.0,False
train,acct_000343,logistics,UK,200-499,$10M-$50M,medium,cnt_002345,procurement_manager,director,end_user,lead_003165,2024-01-12,partner_referral,partner_referral,4.0,0.0,4.0,2.0,,2.0,840.0,1.0,1.0,24.877712937582505,5.0,2.653811770529215,True,False,,57655.555845340576,4.0,False
train,acct_000354,manufacturing,US,200-499,$1M-$10M,medium,cnt_000162,it_director,director,technical_evaluator,lead_003753,2024-01-05,partner_referral,partner_referral,7.0,,7.0,1.0,0.0,0.0,360.0,2.0,,29.47850037835166,7.0,11.463428780053585,True,True,,25716.953463330887,10.0,False
train,acct_001140,professional_services,US,200-499,$10M-$50M,medium,cnt_001031,procurement_manager,manager,end_user,lead_000060,2024-01-20,inbound_marketing,inbound_marketing,6.0,,0.0,0.0,,0.0,0.0,1.0,0.0,28.35882751029027,,9.178425060481796,True,False,,49548.34832129979,7.0,False
train,acct_001456,logistics,UK,500-999,$10M-$50M,high,cnt_000164,ap_manager,manager,champion,lead_001165,2024-01-07,inbound_marketing,inbound_marketing,2.0,2.0,0.0,,0.0,,177.0,,0.0,25.704414620035728,0.0,28.278780906930464,False,False,,53425.418526693866,2.0,False
train,acct_000788,manufacturing,UK,500-999,$50M-$200M,medium,cnt_001401,procurement_manager,individual_contributor,end_user,lead_002058,2024-01-22,sdr_outbound,sdr_outbound,9.0,0.0,9.0,2.0,0.0,0.0,756.0,3.0,1.0,,5.0,1.5260663118400863,True,False,,80061.13301324875,10.0,True
train,acct_000249,professional_services,US,500-999,$10M-$50M,medium,cnt_000300,vp_finance,director,economic_buyer,lead_000927,2024-01-18,inbound_marketing,inbound_marketing,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,43.45972749277429,4.0,9.041747256727232,True,False,,53335.26513550065,9.0,True
train,acct_001173,manufacturing,US,2000+,$1M-$10M,medium,cnt_003500,procurement_manager,individual_contributor,end_user,lead_001257,2024-01-02,inbound_marketing,inbound_marketing,5.0,5.0,0.0,0.0,0.0,,0.0,2.0,1.0,24.110737024913462,0.0,,True,True,157375.749990111,139850.54284116923,9.0,False
train,acct_000424,healthcare_non_clinical,UK,200-499,$50M-$200M,high,cnt_002209,ap_manager,manager,champion,lead_003893,2024-01-18,sdr_outbound,sdr_outbound,5.0,0.0,5.0,1.0,0.0,0.0,169.0,2.0,1.0,,5.0,6.24328971913387,True,False,,77055.87059588081,9.0,False
