split,account_id,industry,region,employee_band,estimated_revenue_band,process_maturity_band,contact_id,role_function,seniority,buyer_role,lead_id,lead_created_at,lead_source,first_touch_channel,touch_count,inbound_touch_count,outbound_touch_count,session_count,pricing_page_views,demo_page_views,total_session_duration_seconds,touches_week_1,touches_last_7_days,days_since_first_touch,activity_count,days_since_last_touch,opportunity_created,has_open_opportunity,opportunity_estimated_acv,expected_acv,total_touches_all,converted_within_90_days
train,acct_001021,manufacturing,UK,200-499,$10M-$50M,medium,cnt_002033,ap_manager,c_suite,champion,lead_002967,2024-01-04,sdr_outbound,sdr_outbound,,0.0,7.0,2.0,0.0,0.0,631.0,2.0,1.0,25.644082441277856,6.0,-8.263617224117343,True,True,44752.52108387553,36191.11409918005,9.0,False
train,acct_000525,logistics,US,500-999,$10M-$50M,low,cnt_002167,ap_manager,director,champion,lead_003255,2024-01-21,inbound_marketing,inbound_marketing,,,0.0,4.0,2.0,0.0,,2.0,0.0,30.48599121028447,10.0,8.752949130908334,True,False,,42613.52737531757,,True
train,acct_000243,manufacturing,US,1000-1999,$10M-$50M,low,cnt_002650,ap_manager,director,champion,lead_002753,2024-01-05,sdr_outbound,sdr_outbound,11.0,0.0,,3.0,2.0,2.0,1374.0,4.0,1.0,27.67473091008359,,-5.746847950634538,True,False,,52406.19516330316,14.0,False
train,acct_001395,manufacturing,US,2000+,$50M-$200M,high,cnt_004093,ap_manager,director,champion,lead_002390,2024-01-28,partner_referral,partner_referral,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,22.373327624680634,False,False,,118258.31043569613,,False
train,acct_000309,manufacturing,UK,2000+,$10M-$50M,medium,cnt_004171,ap_manager,vp,champion,lead_003663,2024-01-20,sdr_outbound,sdr_outbound,10.0,0.0,10.0,2.0,1.0,0.0,786.0,4.0,0.0,30.917684157376264,4.0,43.6434948529468,True,True,,172194.3398259364,,False
train,acct_000458,manufacturing,UK,200-499,$10M-$50M,medium,cnt_003163,ap_manager,vp,champion,lead_001738,2024-01-24,inbound_marketing,inbound_marketing,10.0,10.0,0.0,,0.0,,1072.0,,,25.12322613328468,4.0,-33.64012701877837,True,True,,54127.16344222579,16.0,False
train,acct_000473,healthcare_non_clinical,UK,2000+,$50M-$200M,high,cnt_001858,vp_finance,manager,economic_buyer,lead_001845,2024-01-18,sdr_outbound,sdr_outbound,12.0,,12.0,1.0,,,347.0,5.0,3.0,31.15045034086603,5.0,-6.7447584033568635,True,False,,90390.04945114536,,False
train,acct_000915,healthcare_non_clinical,UK,1000-1999,$50M-$200M,low,cnt_003621,it_director,manager,technical_evaluator,lead_000227,2024-01-19,inbound_marketing,inbound_marketing,8.0,8.0,0.0,3.0,0.0,0.0,1184.0,,1.0,,4.0,,True,True,72002.93044764748,-144508.3991415875,14.0,False
train,acct_001286,professional_services,UK,1000-1999,$1M-$10M,medium,cnt_004106,it_director,individual_contributor,technical_evaluator,lead_001773,2024-01-28,inbound_marketing,inbound_marketing,6.0,6.0,0.0,4.0,0.0,0.0,1126.0,2.0,,27.465729715080432,,-1.1277409222445987,True,True,110135.9321034559,118634.56442894165,,False
train,acct_000743,logistics,US,500-999,$10M-$50M,medium,cnt_000694,it_director,manager,technical_evaluator,lead_002705,2024-01-02,partner_referral,partner_referral,8.0,0.0,8.0,,2.0,0.0,1372.0,,0.0,30.059119652717957,4.0,9.119064314142237,True,True,63275.62463007156,30027.804538702283,11.0,False
train,acct_000683,professional_services,US,500-999,$10M-$50M,high,cnt_003722,it_director,director,technical_evaluator,lead_004022,2024-01-03,inbound_marketing,inbound_marketing,9.0,9.0,0.0,2.0,0.0,,990.0,1.0,4.0,,6.0,-0.9181729720756278,False,False,,2943.8374828642045,11.0,False
train,acct_001245,logistics,UK,1000-1999,$10M-$50M,medium,cnt_002580,procurement_manager,manager,end_user,lead_004398,2024-01-28,inbound_marketing,inbound_marketing,16.0,,,3.0,0.0,,1123.0,4.0,5.0,29.301633033614035,1.0,,False,False,,54160.59181206709,23.0,False
train,acct_000246,healthcare_non_clinical,UK,500-999,$50M-$200M,high,cnt_003871,ap_manager,manager,champion,lead_004224,2024-01-01,sdr_outbound,sdr_outbound,5.0,0.0,5.0,1.0,0.0,0.0,234.0,2.0,,25.733477737438054,3.0,2.9796934100180157,True,True,81430.22221874143,50278.76202183464,10.0,False
train,acct_000047,manufacturing,UK,500-999,$10M-$50M,high,cnt_001400,procurement_manager,director,end_user,lead_003601,2024-01-07,inbound_marketing,inbound_marketing,8.0,,0.0,1.0,0.0,,247.0,1.0,1.0,,6.0,,True,True,31709.411231340513,43036.8875324854,,False
train,acct_000794,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001642,vp_finance,manager,economic_buyer,lead_000831,2024-01-03,sdr_outbound,sdr_outbound,8.0,0.0,8.0,1.0,2.0,2.0,237.0,2.0,2.0,26.87660288390301,5.0,,True,False,,38301.69644474497,11.0,True
train,acct_000255,manufacturing,US,2000+,$50M-$200M,medium,cnt_000299,ap_manager,individual_contributor,champion,lead_001919,2024-01-08,partner_referral,partner_referral,2.0,0.0,2.0,0.0,0.0,0.0,,,0.0,,0.0,27.804091037346804,False,False,,101878.34515044102,2.0,False
train,acct_001192,manufacturing,US,1000-1999,$10M-$50M,high,cnt_003238,it_director,manager,technical_evaluator,lead_000966,2024-01-29,sdr_outbound,sdr_outbound,2.0,0.0,2.0,0.0,0.0,,0.0,,,24.70991391250576,1.0,21.041721879889113,False,False,,66372.62379553361,,False
train,acct_001008,professional_services,US,200-499,$200M+,low,cnt_003118,vp_finance,vp,economic_buyer,lead_001807,2024-01-23,sdr_outbound,sdr_outbound,9.0,0.0,9.0,4.0,5.0,2.0,1175.0,3.0,,22.64869448291375,7.0,3.9256897703944764,True,True,46452.55377904304,27193.162942250816,12.0,False
train,acct_001118,professional_services,UK,1000-1999,$200M+,low,cnt_001514,procurement_manager,director,end_user,lead_000221,2024-01-26,partner_referral,partner_referral,11.0,0.0,11.0,3.0,0.0,0.0,1067.0,7.0,0.0,30.377196054347507,5.0,9.04307178297641,True,True,,258728.95464104414,,False
train,acct_000005,manufacturing,US,200-499,$1M-$10M,low,cnt_001252,procurement_manager,individual_contributor,end_user,lead_000139,2024-01-25,inbound_marketing,inbound_marketing,6.0,6.0,0.0,3.0,2.0,2.0,1030.0,2.0,,,,0.9458863650107374,True,True,,61492.32576258744,,False
train,acct_000853,manufacturing,UK,200-499,$10M-$50M,high,cnt_004178,it_director,manager,technical_evaluator,lead_000425,2024-01-16,sdr_outbound,sdr_outbound,9.0,0.0,,1.0,2.0,,440.0,4.0,,31.2119957595413,7.0,43.6434948529468,True,True,65294.07269073229,40465.96690745052,12.0,False
train,acct_000794,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001642,vp_finance,manager,economic_buyer,lead_003017,2024-01-02,partner_referral,partner_referral,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,23.39639375173916,4.0,19.775722391376416,True,True,55292.141841822166,33514.27556404294,7.0,False
train,acct_001007,manufacturing,US,1000-1999,$1M-$10M,low,cnt_000761,vp_finance,manager,economic_buyer,lead_002299,2024-01-29,sdr_outbound,sdr_outbound,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,25.675032314275995,False,False,,,,False
train,acct_001206,manufacturing,US,500-999,$1M-$10M,low,cnt_004200,procurement_manager,manager,end_user,lead_000858,2024-01-21,inbound_marketing,inbound_marketing,6.0,,,1.0,0.0,0.0,,3.0,,29.905874951473507,4.0,10.613160794762955,True,True,41742.31266632999,52263.57094732442,10.0,False
train,acct_000422,healthcare_non_clinical,US,500-999,$50M-$200M,low,cnt_001051,vp_finance,vp,economic_buyer,lead_002275,2024-01-25,sdr_outbound,sdr_outbound,9.0,0.0,9.0,2.0,0.0,0.0,771.0,2.0,,25.611772238762367,5.0,11.303844447650604,True,False,,-144508.3991415875,10.0,False
train,acct_000593,manufacturing,UK,1000-1999,$10M-$50M,high,cnt_003102,procurement_manager,vp,end_user,lead_003685,2024-01-21,sdr_outbound,sdr_outbound,11.0,0.0,11.0,1.0,0.0,,,5.0,3.0,28.746381079543397,7.0,1.0059293367759703,True,True,81137.2060649402,72920.27347172501,15.0,False
train,acct_000240,healthcare_non_clinical,US,500-999,$1M-$10M,medium,cnt_001289,ap_manager,vp,champion,lead_003876,2024-01-29,partner_referral,partner_referral,,0.0,5.0,1.0,0.0,0.0,224.0,3.0,,,2.0,5.236904909260188,True,True,83053.48849969075,15029.879368656286,10.0,False
train,acct_000370,manufacturing,UK,200-499,$10M-$50M,high,cnt_000523,ap_manager,c_suite,champion,lead_004242,2024-01-08,inbound_marketing,inbound_marketing,5.0,,0.0,1.0,0.0,0.0,200.0,,1.0,28.713159139740412,3.0,2.546089899617593,True,False,,77512.3448131257,,False
train,acct_000462,logistics,UK,1000-1999,$1M-$10M,high,cnt_001245,ap_manager,director,champion,lead_003353,2024-01-23,sdr_outbound,sdr_outbound,8.0,,8.0,4.0,4.0,0.0,1548.0,,,27.192493507916236,5.0,3.821517344314365,True,True,66299.14251817581,-144508.3991415875,11.0,False
train,acct_000686,professional_services,US,500-999,$10M-$50M,low,cnt_001726,it_director,manager,technical_evaluator,lead_003585,2024-01-04,inbound_marketing,inbound_marketing,,9.0,0.0,,0.0,,1053.0,2.0,3.0,28.639123887125,3.0,0.5277029726771647,True,True,50339.88822621695,2989.4440054866827,14.0,False
train,acct_000713,professional_services,US,500-999,$1M-$10M,medium,cnt_000608,it_director,individual_contributor,technical_evaluator,lead_003154,2024-01-11,sdr_outbound,sdr_outbound,4.0,0.0,4.0,1.0,,0.0,561.0,2.0,0.0,25.987385641291112,5.0,9.92087253743546,True,False,,22083.353478140416,11.0,False
train,acct_001469,professional_services,UK,200-499,$10M-$50M,low,cnt_002330,vp_finance,manager,economic_buyer,lead_004389,2024-01-24,sdr_outbound,sdr_outbound,9.0,0.0,9.0,4.0,2.0,0.0,793.0,,0.0,26.537567498171544,4.0,,True,True,33557.9229380887,54576.76427597557,13.0,False
train,acct_000825,healthcare_non_clinical,UK,500-999,$10M-$50M,medium,cnt_001301,it_director,director,technical_evaluator,lead_004494,2024-01-20,partner_referral,partner_referral,9.0,0.0,9.0,4.0,2.0,1.0,1440.0,,0.0,25.321945288452504,3.0,17.2393308966399,True,True,41221.325669831975,43673.02171541583,,False
train,acct_000653,manufacturing,US,200-499,$10M-$50M,low,cnt_003600,ap_manager,individual_contributor,champion,lead_000814,2024-01-01,sdr_outbound,sdr_outbound,9.0,0.0,,2.0,0.0,0.0,,2.0,0.0,31.185229579898717,,9.512157316352292,True,True,7794.957014235868,71546.95293386871,17.0,False
train,acct_001124,manufacturing,US,1000-1999,$200M+,high,cnt_000063,ap_manager,manager,champion,lead_004241,2024-01-27,inbound_marketing,inbound_marketing,6.0,6.0,0.0,1.0,0.0,0.0,292.0,,1.0,23.22453970505784,0.0,-1.0268790960808567,False,False,,166974.36640382753,,False
train,acct_000398,healthcare_non_clinical,US,500-999,$10M-$50M,low,cnt_002428,procurement_manager,director,end_user,lead_000465,2024-01-29,inbound_marketing,inbound_marketing,6.0,6.0,0.0,1.0,0.0,0.0,592.0,1.0,0.0,25.24157778458134,6.0,,True,False,,-144508.3991415875,9.0,True
train,acct_001256,professional_services,US,1000-1999,$50M-$200M,medium,cnt_002705,ap_manager,vp,champion,lead_000869,2024-01-12,inbound_marketing,inbound_marketing,6.0,6.0,0.0,3.0,,0.0,1582.0,2.0,1.0,28.974937604703598,,1.8700222053034004,True,True,60995.730798045326,,8.0,False
train,acct_000421,manufacturing,US,500-999,$1M-$10M,medium,cnt_000973,it_director,director,technical_evaluator,lead_002383,2024-01-26,inbound_marketing,inbound_marketing,5.0,,,3.0,0.0,,860.0,3.0,1.0,29.48633278067304,,1.9728191064633323,True,True,29971.80445691332,54848.92112381168,9.0,False
train,acct_000210,professional_services,US,500-999,$50M-$200M,low,cnt_003895,it_director,manager,technical_evaluator,lead_004072,2024-01-01,inbound_marketing,inbound_marketing,,10.0,,3.0,1.0,,1431.0,,2.0,,5.0,3.379427993851783,True,True,-151572.61865060544,42073.373174832086,16.0,False
train,acct_001317,logistics,US,500-999,$10M-$50M,high,cnt_000333,procurement_manager,individual_contributor,end_user,lead_000143,2024-01-25,sdr_outbound,sdr_outbound,7.0,0.0,7.0,1.0,0.0,0.0,,2.0,1.0,26.98838429971375,2.0,6.2346216232750304,True,True,88492.59832472309,108743.08870034586,12.0,False
train,acct_000465,healthcare_non_clinical,US,200-499,$1M-$10M,medium,cnt_001793,ap_manager,vp,champion,lead_002337,2024-01-19,sdr_outbound,sdr_outbound,3.0,0.0,3.0,1.0,0.0,0.0,197.0,0.0,0.0,22.095274745513606,5.0,15.506076710515474,True,False,,15645.119252394838,6.0,False
train,acct_000558,healthcare_non_clinical,UK,500-999,$50M-$200M,low,cnt_002361,procurement_manager,manager,end_user,lead_001533,2024-01-08,partner_referral,partner_referral,7.0,,7.0,4.0,,2.0,1305.0,,1.0,27.340260274263684,7.0,3.6234406280244387,True,True,37313.76082642036,,10.0,False
train,acct_000690,logistics,US,200-499,$1M-$10M,low,cnt_002769,ap_manager,manager,champion,lead_002756,2024-01-12,inbound_marketing,inbound_marketing,7.0,,0.0,2.0,1.0,0.0,499.0,3.0,1.0,32.45514974325897,3.0,,True,False,,2334.229108012645,7.0,False
train,acct_000713,professional_services,US,500-999,$1M-$10M,medium,cnt_002414,vp_finance,manager,economic_buyer,lead_001978,2024-01-17,inbound_marketing,inbound_marketing,3.0,3.0,0.0,2.0,2.0,0.0,312.0,,,14.738858198551714,5.0,7.53179729146219,True,False,,50209.02266904952,8.0,False
train,acct_000215,manufacturing,UK,500-999,$1M-$10M,high,cnt_001129,ap_manager,individual_contributor,champion,lead_001396,2024-01-02,inbound_marketing,inbound_marketing,4.0,4.0,0.0,1.0,0.0,0.0,513.0,1.0,2.0,23.492951880473555,7.0,1.5607751927911284,True,True,-9914.964647239722,7798.087143062381,7.0,False
train,acct_000168,healthcare_non_clinical,US,1000-1999,$10M-$50M,medium,cnt_001441,ap_manager,manager,champion,lead_002718,2024-01-29,inbound_marketing,inbound_marketing,10.0,10.0,0.0,4.0,0.0,,1113.0,5.0,0.0,33.16665717835633,0.0,7.429780537003232,False,False,,19766.39431050566,14.0,False
train,acct_000437,professional_services,US,1000-1999,$200M+,medium,cnt_002189,it_director,director,technical_evaluator,lead_000640,2024-01-18,inbound_marketing,inbound_marketing,10.0,10.0,0.0,2.0,0.0,0.0,627.0,,3.0,26.511904910232328,6.0,3.122362428216097,True,True,71084.86414279968,60093.07525828987,,False
train,acct_000788,manufacturing,UK,500-999,$50M-$200M,medium,cnt_000900,ap_manager,manager,champion,lead_002543,2024-01-10,inbound_marketing,inbound_marketing,,6.0,,0.0,0.0,0.0,0.0,2.0,,26.919932436788788,4.0,17.722342246262947,True,True,109713.43147891547,73651.66156297523,,False
train,acct_000927,manufacturing,US,200-499,$50M-$200M,medium,cnt_001349,ap_manager,manager,champion,lead_003664,2024-01-09,sdr_outbound,sdr_outbound,,0.0,12.0,5.0,,,1559.0,7.0,,29.00303674043707,,8.610686951820187,True,True,46349.86504929269,12775.378355575722,17.0,False
train,acct_001193,manufacturing,UK,500-999,$10M-$50M,medium,cnt_001758,ap_manager,individual_contributor,champion,lead_002241,2024-01-21,inbound_marketing,inbound_marketing,5.0,5.0,0.0,1.0,0.0,0.0,525.0,1.0,0.0,22.61068560096013,6.0,6.551033522278994,True,False,,69721.58329767924,5.0,False
train,acct_000903,healthcare_non_clinical,US,500-999,$50M-$200M,high,cnt_001924,vp_finance,manager,economic_buyer,lead_000022,2024-01-21,sdr_outbound,sdr_outbound,3.0,0.0,3.0,2.0,0.0,0.0,584.0,0.0,0.0,19.482199892777192,9.0,6.1007099063283015,True,True,48416.79169230093,50363.29435096712,7.0,False
train,acct_001078,professional_services,US,500-999,$10M-$50M,medium,cnt_002511,ap_manager,director,champion,lead_000700,2024-01-30,inbound_marketing,inbound_marketing,11.0,11.0,0.0,2.0,0.0,0.0,646.0,,1.0,29.369034166176522,9.0,5.47927457818615,True,True,,38185.90347193355,13.0,False
train,acct_000332,healthcare_non_clinical,UK,200-499,$200M+,high,cnt_001574,procurement_manager,manager,end_user,lead_002598,2024-01-11,sdr_outbound,sdr_outbound,8.0,,8.0,2.0,0.0,0.0,719.0,6.0,0.0,26.249992087932068,,11.301859281134043,True,True,16224.488281539747,16144.362891399727,17.0,False
train,acct_000069,manufacturing,UK,500-999,$50M-$200M,low,cnt_003809,it_director,individual_contributor,technical_evaluator,lead_001715,2024-01-28,inbound_marketing,inbound_marketing,12.0,12.0,0.0,2.0,0.0,0.0,406.0,0.0,2.0,,,,True,True,94598.48298117466,66107.83136317294,17.0,False
train,acct_000590,professional_services,US,500-999,$50M-$200M,high,cnt_001274,ap_manager,manager,champion,lead_003500,2024-01-26,sdr_outbound,sdr_outbound,8.0,0.0,,2.0,,0.0,616.0,4.0,1.0,30.938384063530677,6.0,5.863465237620937,True,False,,-144508.3991415875,,False
train,acct_000749,manufacturing,UK,200-499,$1M-$10M,high,cnt_001840,it_director,individual_contributor,technical_evaluator,lead_004298,2024-01-08,inbound_marketing,inbound_marketing,,12.0,0.0,3.0,1.0,0.0,1087.0,4.0,0.0,26.60272564507484,,,True,False,,30088.541767942344,,False
train,acct_000519,healthcare_non_clinical,US,500-999,$1M-$10M,medium,cnt_000601,procurement_manager,individual_contributor,end_user,lead_002671,2024-01-17,partner_referral,partner_referral,9.0,0.0,9.0,1.0,,,,,1.0,27.63988415337895,1.0,-1.5316672605013748,False,False,,-37671.749339815775,13.0,False
train,acct_001028,logistics,UK,500-999,$10M-$50M,medium,cnt_000612,ap_manager,director,champion,lead_004455,2024-01-07,sdr_outbound,sdr_outbound,10.0,0.0,10.0,,1.0,0.0,564.0,,0.0,26.704402891553407,2.0,1.40651207039057,True,False,,37086.20905746649,10.0,False
train,acct_000909,professional_services,UK,2000+,$1M-$10M,low,cnt_003362,it_director,vp,technical_evaluator,lead_001427,2024-01-25,sdr_outbound,sdr_outbound,4.0,0.0,4.0,1.0,0.0,0.0,204.0,,0.0,25.316955308295448,,11.779164573267007,True,False,,-571.4906326439013,6.0,True
train,acct_000628,logistics,UK,200-499,$1M-$10M,high,cnt_002873,vp_finance,individual_contributor,economic_buyer,lead_003556,2024-01-26,partner_referral,partner_referral,,0.0,9.0,2.0,,,,,1.0,44.988434413010864,,2.517168500166515,True,True,24093.36239141009,15247.583290485252,15.0,False
train,acct_000195,healthcare_non_clinical,US,200-499,$10M-$50M,medium,cnt_002097,it_director,director,technical_evaluator,lead_002734,2024-01-16,partner_referral,partner_referral,6.0,,6.0,2.0,0.0,0.0,,,0.0,29.417190641470004,0.0,17.74540442918752,False,False,,,6.0,False
train,acct_000343,logistics,UK,200-499,$10M-$50M,medium,cnt_002345,procurement_manager,director,end_user,lead_003165,2024-01-12,partner_referral,partner_referral,2.0,0.0,2.0,1.0,,0.0,536.0,1.0,0.0,26.76965274496488,2.0,16.457176751776576,True,False,,59884.250578639556,2.0,False
train,acct_000354,manufacturing,US,200-499,$1M-$10M,medium,cnt_000162,it_director,director,technical_evaluator,lead_003753,2024-01-05,partner_referral,partner_referral,,,4.0,,0.0,0.0,249.0,,,11.836731459660939,9.0,,True,False,,20022.88404676476,7.0,False
train,acct_001140,professional_services,US,200-499,$10M-$50M,medium,cnt_001031,procurement_manager,manager,end_user,lead_000060,2024-01-20,inbound_marketing,inbound_marketing,10.0,,0.0,1.0,,0.0,281.0,7.0,1.0,29.675909048696102,,9.114840530497926,False,False,,44973.0096382824,12.0,True
train,acct_001456,logistics,UK,500-999,$10M-$50M,high,cnt_000164,ap_manager,manager,champion,lead_001165,2024-01-07,inbound_marketing,inbound_marketing,4.0,4.0,0.0,,0.0,,0.0,,0.0,,1.0,28.193309474449542,False,False,,52103.9394687916,7.0,False
train,acct_000788,manufacturing,UK,500-999,$50M-$200M,medium,cnt_001401,procurement_manager,individual_contributor,end_user,lead_002058,2024-01-22,sdr_outbound,sdr_outbound,6.0,0.0,6.0,1.0,2.0,2.0,520.0,1.0,1.0,,9.0,6.993689900542364,True,True,65841.05774398093,63715.15264646419,10.0,False
train,acct_000249,professional_services,US,500-999,$10M-$50M,medium,cnt_000300,vp_finance,director,economic_buyer,lead_000927,2024-01-18,inbound_marketing,inbound_marketing,7.0,7.0,,2.0,2.0,3.0,676.0,0.0,2.0,44.988434413010864,6.0,-0.8100495160515353,True,False,,51938.12418237073,8.0,False
train,acct_001173,manufacturing,US,2000+,$1M-$10M,medium,cnt_003500,procurement_manager,individual_contributor,end_user,lead_001257,2024-01-02,inbound_marketing,inbound_marketing,5.0,5.0,0.0,2.0,,,412.0,2.0,1.0,24.4412707955571,1.0,,True,True,215546.77819886536,183438.33839173638,11.0,False
train,acct_000424,healthcare_non_clinical,UK,200-499,$50M-$200M,high,cnt_002209,ap_manager,manager,champion,lead_003893,2024-01-18,sdr_outbound,sdr_outbound,7.0,0.0,7.0,1.0,0.0,,169.0,4.0,1.0,,,2.348457617500945,True,True,30584.720497967253,4996.701688598692,11.0,False
train,acct_000357,logistics,US,500-999,$1M-$10M,medium,cnt_000700,it_director,manager,technical_evaluator,lead_002069,2024-01-15,inbound_marketing,inbound_marketing,5.0,,0.0,3.0,1.0,1.0,1346.0,1.0,3.0,29.53630098535011,8.0,2.2184931137312316,True,True,,56005.819870049054,,False
train,acct_000194,healthcare_non_clinical,UK,200-499,$10M-$50M,high,cnt_003075,vp_finance,vp,economic_buyer,lead_001281,2024-01-30,inbound_marketing,inbound_marketing,1.0,1.0,,0.0,,0.0,0.0,1.0,,27.80779472408757,0.0,25.251858591159497,False,False,,72959.47247185756,1.0,False
